"";"resource_TG";"consumer_TG";"interaction_type";"scientificName_consumer";"key_consumer";"scientificName_resource";"key_resource";"cooccur"
"1";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Acetobacteraceae";"4728";1
"2";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Acidothermaceae";"8071";1
"3";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Actinospicaceae";"4902454";1
"4";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Acidimicrobiaceae";"3848";1
"5";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Acidobacteriaceae";"3811";1
"6";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"JG30-KF-CM45";"3_04";1
"7";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Aquaspirillaceae";"362_01";1
"8";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Ktedonobacteraceae";"4899883";1
"9";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Archangiaceae";"4306455";1
"10";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"0319-6G20";"3_01";1
"11";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"67-14";"3_02";1
"12";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Beijerinckiaceae";"7813";1
"13";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Burkholderiaceae";"5438";1
"14";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Catenulisporaceae";"3830";1
"15";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Caulobacteraceae";"4723";1
"16";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Micromonosporaceae";"3838";1
"17";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Isosphaeraceae";"9596100";1
"18";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Alicyclobacillaceae";"4704";1
"19";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Mitochondria";"3_09";1
"20";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Chitinophagaceae";"4903787";1
"21";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Chthoniobacteraceae";"9890342";1
"22";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Chthonomonadaceae";"7481228";1
"23";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Babeliaceae";"3_08";1
"24";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Bacillaceae";"8113";1
"25";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Cyclobacteriaceae";"4903801";1
"26";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Cytophagaceae";"3237749";1
"27";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Devosiaceae";"1221_01";1
"28";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Diplorickettsiaceae";"362_02";1
"29";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Nostocaceae";"2884";1
"30";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Entotheonellaceae";"338_01";1
"31";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Oligoflexaceae";"9497819";1
"32";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Opitutaceae";"5613";1
"33";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Gemmataceae";"9852813";1
"34";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Gemmatimonadaceae";"4721";1
"35";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Geodermatophilaceae";"3833";1
"36";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Neisseriaceae";"5440";1
"37";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Paenibacillaceae";"4706";1
"38";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Paracaedibacteraceae";"197_02";1
"39";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Haliangiaceae";"8942";1
"40";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Heliobacteriaceae";"4714";1
"41";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Hyphomicrobiaceae";"7815";1
"42";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Inquilinaceae";"197_01";1
"43";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Intrasporangiaceae";"3834";1
"44";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Pseudonocardiaceae";"3841";1
"45";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"JG30-KF-AS9";"3_03";1
"46";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Vermiphilaceae";"3_10";1
"47";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Koribacteraceae";"1197_01";1
"48";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Rhizobiaceae";"7818";1
"49";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Rhodanobacteraceae";"9585732";1
"50";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Legionellaceae";"5155";1
"51";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Rhodospirillaceae";"4730";1
"52";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Magnetospirillaceae";"1223_01";1
"53";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Microbacteriaceae";"3837";1
"54";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"SC-I-84";"3_07";1
"55";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Micrococcaceae";"3836";1
"56";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Solibacteraceae";"25_01";1
"57";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Micropepsaceae";"10393148";1
"58";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Microscillaceae";"10240690";1
"59";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Pyrinomonadaceae";"9346095";1
"60";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Moraxellaceae";"9537";1
"61";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Sphingomonadaceae";"8926";1
"62";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Mycobacteriaceae";"8084";1
"63";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Streptomycetaceae";"8091";1
"64";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Nitrosomonadaceae";"5441";1
"65";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Nitrososphaeraceae";"9331787";1
"66";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Nitrosotaleaceae";"2_01";1
"67";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Nitrospiraceae";"4722";1
"68";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Nocardioidaceae";"8087";1
"69";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Schlesneriaceae";"8245257";1
"70";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Polyangiaceae";"4876";1
"71";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Solirubrobacteraceae";"4893819";1
"72";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Gimesiaceae";"1218_01";1
"73";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"OPS17";"3_05";1
"74";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Xanthobacteraceae";"4891652";1
"75";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Xiphinematobacteraceae";"9546";1
"76";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Pirellulaceae";"306_01";1
"77";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Rhodomicrobiaceae";"1221";1
"78";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"P3OB-42";"3_06";1
"79";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Rickettsiaceae";"4647";1
"80";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Thermoactinomycetaceae";"7792";1
"81";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Planococcaceae";"4707";1
"82";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Thermomonosporaceae";"3845";1
"83";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Reyranellaceae";"197_03";1
"84";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Sphingobacteriaceae";"8103";1
"85";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Spirosomaceae";"4893582";1
"86";"bact_sapro";"bacterivore";"eats";"Glissomonadida";"9774063";"Thermoanaerobaculaceae";"25_02";1
"87";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Acetobacteraceae";"4728";1
"88";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Acidothermaceae";"8071";1
"89";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Actinospicaceae";"4902454";1
"90";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Acidimicrobiaceae";"3848";1
"91";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Acidobacteriaceae";"3811";1
"92";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"JG30-KF-CM45";"3_04";1
"93";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Aquaspirillaceae";"362_01";1
"94";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Ktedonobacteraceae";"4899883";1
"95";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Archangiaceae";"4306455";1
"96";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"0319-6G20";"3_01";1
"97";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"67-14";"3_02";1
"98";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Beijerinckiaceae";"7813";1
"99";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Burkholderiaceae";"5438";1
"100";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Catenulisporaceae";"3830";1
"101";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Caulobacteraceae";"4723";1
"102";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Micromonosporaceae";"3838";1
"103";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Isosphaeraceae";"9596100";1
"104";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Alicyclobacillaceae";"4704";1
"105";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Mitochondria";"3_09";1
"106";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Chitinophagaceae";"4903787";1
"107";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Chthoniobacteraceae";"9890342";1
"108";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Chthonomonadaceae";"7481228";1
"109";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Babeliaceae";"3_08";1
"110";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Bacillaceae";"8113";1
"111";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Cyclobacteriaceae";"4903801";1
"112";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Cytophagaceae";"3237749";1
"113";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Devosiaceae";"1221_01";1
"114";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Diplorickettsiaceae";"362_02";1
"115";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Nostocaceae";"2884";1
"116";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Entotheonellaceae";"338_01";1
"117";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Oligoflexaceae";"9497819";1
"118";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Opitutaceae";"5613";1
"119";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Gemmataceae";"9852813";1
"120";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Gemmatimonadaceae";"4721";1
"121";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Geodermatophilaceae";"3833";1
"122";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Neisseriaceae";"5440";1
"123";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Paenibacillaceae";"4706";1
"124";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Paracaedibacteraceae";"197_02";1
"125";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Haliangiaceae";"8942";1
"126";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Heliobacteriaceae";"4714";1
"127";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Hyphomicrobiaceae";"7815";1
"128";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Inquilinaceae";"197_01";1
"129";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Intrasporangiaceae";"3834";1
"130";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Pseudonocardiaceae";"3841";1
"131";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"JG30-KF-AS9";"3_03";1
"132";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Vermiphilaceae";"3_10";1
"133";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Koribacteraceae";"1197_01";1
"134";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Rhizobiaceae";"7818";1
"135";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Rhodanobacteraceae";"9585732";1
"136";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Legionellaceae";"5155";1
"137";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Rhodospirillaceae";"4730";1
"138";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Magnetospirillaceae";"1223_01";1
"139";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Microbacteriaceae";"3837";1
"140";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"SC-I-84";"3_07";1
"141";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Micrococcaceae";"3836";1
"142";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Solibacteraceae";"25_01";1
"143";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Micropepsaceae";"10393148";1
"144";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Microscillaceae";"10240690";1
"145";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Pyrinomonadaceae";"9346095";1
"146";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Moraxellaceae";"9537";1
"147";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Sphingomonadaceae";"8926";1
"148";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Mycobacteriaceae";"8084";1
"149";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Streptomycetaceae";"8091";1
"150";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Nitrosomonadaceae";"5441";1
"151";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Nitrososphaeraceae";"9331787";1
"152";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Nitrosotaleaceae";"2_01";1
"153";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Nitrospiraceae";"4722";1
"154";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Nocardioidaceae";"8087";1
"155";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Schlesneriaceae";"8245257";1
"156";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Polyangiaceae";"4876";1
"157";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Solirubrobacteraceae";"4893819";1
"158";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Gimesiaceae";"1218_01";1
"159";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"OPS17";"3_05";1
"160";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Xanthobacteraceae";"4891652";1
"161";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Xiphinematobacteraceae";"9546";1
"162";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Pirellulaceae";"306_01";1
"163";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Rhodomicrobiaceae";"1221";1
"164";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"P3OB-42";"3_06";1
"165";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Rickettsiaceae";"4647";1
"166";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Thermoactinomycetaceae";"7792";1
"167";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Planococcaceae";"4707";1
"168";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Thermomonosporaceae";"3845";1
"169";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Reyranellaceae";"197_03";1
"170";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Sphingobacteriaceae";"8103";1
"171";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Spirosomaceae";"4893582";1
"172";"bact_sapro";"bacterivore";"eats";"Cercozoa_MA";"38_01";"Thermoanaerobaculaceae";"25_02";1
"173";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Acetobacteraceae";"4728";1
"174";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Acidothermaceae";"8071";1
"175";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Actinospicaceae";"4902454";1
"176";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Acidimicrobiaceae";"3848";1
"177";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Acidobacteriaceae";"3811";1
"178";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"JG30-KF-CM45";"3_04";1
"179";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Aquaspirillaceae";"362_01";1
"180";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Ktedonobacteraceae";"4899883";1
"181";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Archangiaceae";"4306455";1
"182";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"0319-6G20";"3_01";1
"183";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"67-14";"3_02";1
"184";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Beijerinckiaceae";"7813";1
"185";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Burkholderiaceae";"5438";1
"186";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Catenulisporaceae";"3830";1
"187";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Caulobacteraceae";"4723";1
"188";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Micromonosporaceae";"3838";1
"189";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Isosphaeraceae";"9596100";1
"190";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Alicyclobacillaceae";"4704";1
"191";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Mitochondria";"3_09";1
"192";"bact_sapro";"micro_omnivore";"eats";"Cercomonadidae";"2164";"Chitinophagaceae";"4903787";1
